"","Account_status","Duration","Credit_history","Purpose","Amount","Savings","Employment","Installment_rate","Guarantors","Resident_since","Property","Age","Other_plans","Housing","Num_credits","Job","People_maintenance","Phone","Foreign","BAD","Female"
"648","no checking account",12,"existing credits paid back duly till now","car (new)",1386,"500 <= ... < 1000 DM","1  <= ... < 4 years",2,"none",2,"building society savings agreement / life insurance",26,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Male"
"649",">= 200 DM",24,"existing credits paid back duly till now","car (new)",947,"< 100 DM","4  <= ... < 7 years",4,"none",3,"unknown / no property",38,"bank","A153",1,"skilled employee / official",2,"none","yes","BAD","Female"
"650","< 0 DM",12,"existing credits paid back duly till now","education",684,"< 100 DM","1  <= ... < 4 years",4,"none",4,"car or other",40,"none","A151",1,"unskilled - resident",2,"none","yes","BAD","Female"
"651","< 0 DM",48,"existing credits paid back duly till now","education",7476,"< 100 DM","4  <= ... < 7 years",4,"none",1,"unknown / no property",50,"none","A153",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"652","0 < ... <  200 DM",12,"existing credits paid back duly till now","furniture / equipment",1922,"< 100 DM","1  <= ... < 4 years",4,"none",2,"building society savings agreement / life insurance",37,"none","A152",1,"unskilled - resident",1,"none","yes","BAD","Female"
"653","< 0 DM",24,"existing credits paid back duly till now","car (new)",2303,"< 100 DM",">= 7 years",4,"co-applicant",1,"real estate",45,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"654","0 < ... <  200 DM",36,"delay in paying off in the past","car (new)",8086,"100 <= ... <  500 DM",">= 7 years",2,"none",4,"car or other",42,"none","A152",4,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","BAD","Female"
"655","no checking account",24,"critical account / other credits existing (not at this bank)","car (used)",2346,"< 100 DM","4  <= ... < 7 years",4,"none",3,"car or other",35,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"656","< 0 DM",14,"existing credits paid back duly till now","car (new)",3973,"< 100 DM","unemployed",1,"none",4,"unknown / no property",22,"none","A153",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"657","0 < ... <  200 DM",12,"existing credits paid back duly till now","car (new)",888,"< 100 DM",">= 7 years",4,"none",4,"car or other",41,"bank","A152",1,"unskilled - resident",2,"none","yes","BAD","Female"
"658","no checking account",48,"existing credits paid back duly till now","radio / television",10222,"unknown / no savings account","4  <= ... < 7 years",4,"none",3,"car or other",37,"stores","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"659","0 < ... <  200 DM",30,"no credits taken / all credits paid back duly","business",4221,"< 100 DM","1  <= ... < 4 years",2,"none",1,"car or other",28,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Male"
"660","0 < ... <  200 DM",18,"critical account / other credits existing (not at this bank)","furniture / equipment",6361,"< 100 DM",">= 7 years",2,"none",1,"unknown / no property",41,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"661",">= 200 DM",12,"existing credits paid back duly till now","radio / television",1297,"< 100 DM","1  <= ... < 4 years",3,"none",4,"real estate",23,"none","A151",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"662","< 0 DM",12,"existing credits paid back duly till now","car (new)",900,"unknown / no savings account","1  <= ... < 4 years",4,"none",2,"car or other",23,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"663","no checking account",21,"existing credits paid back duly till now","furniture / equipment",2241,"< 100 DM",">= 7 years",4,"none",2,"real estate",50,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"664","0 < ... <  200 DM",6,"delay in paying off in the past","furniture / equipment",1050,"< 100 DM","unemployed",4,"none",1,"building society savings agreement / life insurance",35,"stores","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"665",">= 200 DM",6,"critical account / other credits existing (not at this bank)","education",1047,"< 100 DM","1  <= ... < 4 years",2,"none",4,"building society savings agreement / life insurance",50,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Male"
"666","no checking account",24,"critical account / other credits existing (not at this bank)","others",6314,"< 100 DM","unemployed",4,"co-applicant",2,"unknown / no property",27,"bank","A152",2,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"667","0 < ... <  200 DM",30,"all credits at this bank paid back duly","furniture / equipment",3496,">= 1000 DM","1  <= ... < 4 years",4,"none",2,"car or other",34,"stores","A152",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"668","no checking account",48,"all credits at this bank paid back duly","business",3609,"< 100 DM","1  <= ... < 4 years",1,"none",1,"real estate",27,"stores","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"669","< 0 DM",12,"critical account / other credits existing (not at this bank)","car (new)",4843,"< 100 DM",">= 7 years",3,"co-applicant",4,"building society savings agreement / life insurance",43,"none","A151",2,"skilled employee / official",1,"yes, registered under the customers name","yes","BAD","Female"
"670",">= 200 DM",30,"critical account / other credits existing (not at this bank)","radio / television",3017,"< 100 DM",">= 7 years",4,"none",4,"building society savings agreement / life insurance",47,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"671","no checking account",24,"critical account / other credits existing (not at this bank)","business",4139,"100 <= ... <  500 DM","1  <= ... < 4 years",3,"none",3,"building society savings agreement / life insurance",27,"none","A152",2,"unskilled - resident",1,"yes, registered under the customers name","yes","GOOD","Female"
"672","no checking account",36,"existing credits paid back duly till now","business",5742,"100 <= ... <  500 DM","4  <= ... < 7 years",2,"none",2,"car or other",31,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"673","no checking account",60,"existing credits paid back duly till now","car (new)",10366,"< 100 DM",">= 7 years",2,"none",4,"building society savings agreement / life insurance",42,"none","A152",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Female"
"674","no checking account",6,"critical account / other credits existing (not at this bank)","car (new)",2080,"500 <= ... < 1000 DM","1  <= ... < 4 years",1,"none",2,"car or other",24,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"675","no checking account",21,"delay in paying off in the past","business",2580,"500 <= ... < 1000 DM","< 1 year",4,"none",2,"real estate",41,"bank","A152",1,"unskilled - resident",2,"none","yes","BAD","Female"
"676","no checking account",30,"critical account / other credits existing (not at this bank)","radio / television",4530,"< 100 DM","4  <= ... < 7 years",4,"none",4,"car or other",26,"none","A151",1,"management / self-employed / highly qualified employee / officer",1,"yes, registered under the customers name","yes","GOOD","Male"
"677","no checking account",24,"critical account / other credits existing (not at this bank)","furniture / equipment",5150,"< 100 DM",">= 7 years",4,"none",4,"car or other",33,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"678","0 < ... <  200 DM",72,"existing credits paid back duly till now","radio / television",5595,"100 <= ... <  500 DM","1  <= ... < 4 years",2,"none",2,"car or other",24,"none","A152",1,"skilled employee / official",1,"none","yes","BAD","Female"
"679","< 0 DM",24,"existing credits paid back duly till now","radio / television",2384,"< 100 DM",">= 7 years",4,"none",4,"real estate",64,"bank","A151",1,"unskilled - resident",1,"none","yes","GOOD","Female"
"680","no checking account",18,"existing credits paid back duly till now","radio / television",1453,"< 100 DM","< 1 year",3,"none",1,"real estate",26,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"681","no checking account",6,"existing credits paid back duly till now","education",1538,"< 100 DM","< 1 year",1,"none",2,"unknown / no property",56,"none","A152",1,"skilled employee / official",1,"none","yes","GOOD","Male"
"682","no checking account",12,"existing credits paid back duly till now","radio / television",2279,"unknown / no savings account","1  <= ... < 4 years",4,"none",4,"unknown / no property",37,"none","A153",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"683","no checking account",15,"delay in paying off in the past","radio / television",1478,"< 100 DM","1  <= ... < 4 years",4,"none",3,"real estate",33,"bank","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"684","no checking account",24,"critical account / other credits existing (not at this bank)","radio / television",5103,"< 100 DM","< 1 year",3,"none",3,"unknown / no property",47,"none","A153",3,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"685","0 < ... <  200 DM",36,"delay in paying off in the past","business",9857,"100 <= ... <  500 DM","4  <= ... < 7 years",1,"none",3,"building society savings agreement / life insurance",31,"none","A152",2,"unskilled - resident",2,"yes, registered under the customers name","yes","GOOD","Female"
"686","no checking account",60,"existing credits paid back duly till now","car (new)",6527,"unknown / no savings account","1  <= ... < 4 years",4,"none",4,"unknown / no property",34,"none","A153",1,"skilled employee / official",2,"yes, registered under the customers name","yes","GOOD","Female"
"687",">= 200 DM",10,"critical account / other credits existing (not at this bank)","radio / television",1347,"unknown / no savings account","4  <= ... < 7 years",4,"none",2,"building society savings agreement / life insurance",27,"none","A152",2,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"688","0 < ... <  200 DM",36,"delay in paying off in the past","car (new)",2862,"100 <= ... <  500 DM",">= 7 years",4,"none",3,"unknown / no property",30,"none","A153",1,"skilled employee / official",1,"none","yes","GOOD","Female"
"689","no checking account",9,"existing credits paid back duly till now","radio / television",2753,"100 <= ... <  500 DM",">= 7 years",3,"co-applicant",4,"car or other",35,"none","A152",1,"skilled employee / official",1,"yes, registered under the customers name","yes","GOOD","Female"
"690","< 0 DM",12,"existing credits paid back duly till now","car (new)",3651,">= 1000 DM","1  <= ... < 4 years",1,"none",3,"building society savings agreement / life insurance",31,"none","A152",1,"skilled employee / official",2,"none","yes","GOOD","Female"
"691","< 0 DM",15,"critical account / other credits existing (not at this bank)","furniture / equipment",975,"< 100 DM","1  <= ... < 4 years",2,"none",3,"building society savings agreement / life insurance",25,"none","A152",2,"skilled employee / official",1,"none","yes","GOOD","Female"
"692","0 < ... <  200 DM",15,"existing credits paid back duly till now","repairs",2631,"100 <= ... <  500 DM","1  <= ... < 4 years",3,"none",2,"real estate",25,"none","A152",1,"unskilled - resident",1,"none","yes","GOOD","Male"
